SITE_GUBUN,PART_GROUP_ID,PART_SUB_ID,PART_ID,KEYWORD_GUBUN,KEYWORD_POSITIVE,RLT_VALUE_01,RLT_VALUE_02,RLT_VALUE_03,RLT_VALUE_04,RLT_VALUE_05,RLT_VALUE_06,RLT_VALUE_07,RLT_VALUE_08,RLT_VALUE_09,RLT_VALUE_10
N,P07,S01,12139286236,1,N,진즉에 구입해서 사용할껄 후회되네요마스크에 묻어나지도 않아요,추천 받아서 샀는데 가볍게 쓰기 좋아요,배송빨린서좋아요,기존에 메디필 펩타이드9 비비 써봐서 이번엔 요걸로 주문해봤는데 발림성은 엄청 부드럽네요,늘쓰던거라 만족해요,,,,,
N,P07,S45,82212495037,0,P,쉐딩,좋습니다,만족,발색,저렴,21.87,10.78,10.37,9.47,9.2
N,P07,S45,82212495037,1,P,쓰던 제품이 깨져서 새로 샀습니다,저렴하게 사서 좋아요,유명한제품이라 시켰는데 괜찮네요,화장 유지도 잘 되고 넘 만족스러워요,좋습니다,,,,,
N,P07,S45,82212495037,0,N,쉐딩,발색,자연스,색이,가격,9.05,2.82,2.53,2.17,2.12
N,P07,S45,82212495037,1,N,붉은기가 없어서 좋습니다,자꾸 브러쉬가 닿아서 그런지 자꾸 부서지는 게 아쉬워요,좋아요,너무 연하다는 댓글을 봤는데 오히려 저는 과하게 발색 되지 않아 자연스럽게 표현할 수 있을 것 같아 마음에 드네요,배송 엄청 빨랐습니다,,,,,
N,P10,S44,82839072147,0,P,있어요,배송도,촉촉하고,오일,감사합니다,2.98,1.89,1.77,1.67,1.65
N,P10,S44,82839072147,1,P,막 드라마틱한 변화는 모르겠어요블랙헤드 녹이는 용으로 샀는데그렇게 잘 없어지지는 않아요엄청 미세하게 효과 보는 느낌잘 모르겠네요,피부가 민감성이라 계속 바디에만 사용했는데 피부에도 사용해보니 괜찮네요,오일이 많이 끈적이지는 않는것 같구요,요즘 찢어질듯한 건조함으로 몸하고 얼굴에 발랐는데 발림성 좋고 흡수고 괜찮고 무엇보다 안건조해서 넘 좋아요,오일인데 안끈적거리고대박,,,,,
N,P10,S44,82839072147,0,N,순하고,구매했어요,효과가,섞어,발라주니,2.54,1.62,1.39,1.38,1.33
N,P10,S44,82839072147,1,N,항상 쓰던거인데 마침 다 써서 구매했어요,날이 추워져서 속당김에 좋다길래 구매했어요,생각보드 양이 적었는데 만능이에요,건성사계절내내 건조스킨에 한 1015 방울 다이 통  섞어서 흔들고 발라주니 건조하지 않고 너무 좋아요,재구매에요,,,,,
N,P07,S01,82894890779,0,P,가성비,제품입니다,비비크림,커버력,사용하고,1.19,1.17,1.09,0.84,0.81
N,P07,S01,82894890779,1,P,괜찮아요,좋아요,처음,늘 쓰던건데 싸게 구매해서 좋아요,매번 쓰는 제품인데 제일 저렴해서 구매했어요,,,,,
N,P07,S01,82894890779,0,N,커버력,,,,,1.19,,,,
N,P07,S01,82894890779,1,N,여름이라  어두운색상 구매했어요,좋아요,계속   사용하는 제품이라 구매하는데제품은 좋아요근데 유통기간이  너무 짧아요,쓰던 거라 또 시켰어요,엄마가 항상 쓰던거라 주문했는데 싸고 배송도 빨라서 좋아요,,,,,
N,P05,S06,25402701522,0,P,촉촉하고,저렴하게,향도,립밤,만족,8.97,7.12,6.1,6.06,5.0
N,P05,S06,25402701522,1,P,립밥 없으면 못 사는데 쌓아두고 사용할 수 있어서 좋습니다,잘 쓰고 있습니다,구매했는데 만족해요,전 정말 너무 건조해서 진짜 수시로 까먹지 않게 발라주면 입술상태가 정말 좋아져요,뽁뽁이까지 싸주셔서 안전하게 잘 왔어요,,,,,
N,P05,S06,25402701522,0,N,립밤,입술,촉촉,바이오더마,각질,3.05,2.19,2.11,1.97,1.7
N,P05,S06,25402701522,1,N,저렴한 가격에 기능도 좋아서 4통째 쓰고 있습니다,좋습니다,다른 립밤은 이제 노노 가방에 하내 화장대에 하나 침대 근처에 하나 눈에 보일때마다 발라요,싸게 잘 샀어요,다가올 겨울 대비하여 다시 또 구매했습니다출고가 완전 빨라요 짱,,,,,
N,P10,S31,26731419526,0,P,촉촉하고,저렴하게,있어요,만족,인셀덤,7.88,6.85,6.11,5.83,5.67
N,P10,S31,26731419526,1,P,향도 은은하게 좋구요,만족합니다,구매해서 쓰고 있는데  좋습니다,추천합니다,배송도 빠르고 정품 안심되네요,,,,,
N,P10,S31,26731419526,0,N,인셀덤,촉촉해요,트러블,카밍젤은,가격,3.49,2.79,1.96,1.55,1.21
N,P10,S31,26731419526,1,N,원래 좋다는 얘기를 듣고 기존 사용하던 기초가 다 떨어져서 구매했네요사용방법등은 주변지인한테 물어보며 쓰고 있는데 확실히 사용 첫날부터 얼굴이 조아졌다는 소리 듣고 신기했어요화장도 가볍게 잘먹고 진작에 쓸껄하고 후회중이네요,촉촉해요,좋아요,부족해지면 불안해질정도로 좋은 제품이라고 하네요,아직 사용을 안해서 모르겠지만 상품평이 좋아서 구매해봤어요,,,,,
N,P04,S09,26026238524,0,P,저렴하게,감사합니다,좋습니다,만족합니다,진정,4.52,3.96,3.68,3.07,2.88
N,P04,S09,26026238524,1,P,빠른배송감사합니다,자주 쓰는 제품입니다,매번 좋아서 사용하고 있는 팩인데 진정엔 이만한 팩이 없어요,가성비 좋네요,올영에서 파는 건 이거말고 더 비싼 rex네요,,,,,
N,P04,S09,26026238524,0,N,트러블,티트,가라앉,1일,촉촉,3.66,1.26,1.19,1.13,1.12
N,P04,S09,26026238524,1,N,딸이 이 제품만 사용해요,피부 트러블로 다른 마스크팩도 많이 써봤는데 메디힐 티트리팩은 저렴하면서 효과도 많이 봤습니다,아직 쓰기전이라 모르겠어요,더운요즘 1일1팩,완전좋아오 배송빠르고 재규매는 여기서할듯합니덩,,,,,
N,P09,S21,82935609396,0,P,커서,만족,시원,편하고,있어요,8.17,5.42,5.02,4.78,4.55
N,P09,S21,82935609396,1,P,친구추천으로 구매했는데 쿨링효과도 있는지 스펀지 닿을때마다 시원하고 크기도 커서 몇번의 터치로 얼굴 다 발려요,일단 커서 쓰기 너무 편하네요,남편 골프칠때 썬쿠션이 필요하다고 해서 본품과 미니를 구입해서 미니쿠션을 테스트해봤는데 바르면 바로 쿨링감이 느껴지고 끈적임이 없어 좋네요,제품도 매우좋습니다,사계절 항상 사용하는 제품이라서 믿고 사용합니다,,,,,
N,P09,S21,82935609396,0,N,생각보다,좋은데,않아요,촉촉하고,보정,1.98,1.91,1.72,1.49,1.4
N,P09,S21,82935609396,1,N,뭔데 패키지가 이렇게 다 젖어서 오나요,진짜 좋은데 가격이 바르는 썬크림보다는 비싸다고 느껴져요,어머니시드렸어요,사용하면 백탁현상 있네요,재구매안할거같아여,,,,,
N,P07,S01,8461144790,0,P,만족합니다,잘봤어요,좋습니다,커버,AHC,3.72,3.17,2.48,2.41,2.0
N,P07,S01,8461144790,1,P,bb크림 특유의 회색빛도 안돌아서 무너질때도 나쁘지 않네요,2년전 친구가 추천해 알게되어 지금까지 계속 사용하고 있어요,접한것은 피부샵 다닐때인데 약 15년전  마사지 끝나면 발라줬는데 그때는 비비크림이 알려지기전이라 잘 몰랐고 피부샵을 통해서 꽤 고가를 주고 샀었어요지금은  저렴하게  구매할수 있어  좋아요제품좋은거야  뭐  말힐것이 있나요아주만족합니다,대신 주문해드린건데 좋아하시네요,항상 쓰는 제품이에요,,,,,
N,P07,S01,8461144790,0,N,만족합니다,유통기,커버,,,3.66,0.85,0.7,,
N,P07,S01,8461144790,1,N,제품 자체는 만족하는데 튜브 옆이 터졌고 사용기한이 얼마안남은게 왔네요,2개샀는데 하나는 옆이 터질것같고 무엇보다 기한이 두달뿐이 안남았네요,튜브는 벌어지기 직전이고 커버나 지속성이 좋으면 괴안은데 생각만큼 좋지는 않아서 다른 제품으로 갈아탔네요,아  너무작아서 샘플인줄알았네요,10년째쓰는제품입니다,,,,,
N,P08,S13,21428304224,0,P,세타필,보습,좋습니다,만족,촉촉,6.23,5.09,4.23,3.48,3.17
N,P08,S13,21428304224,1,P,오래전부터 이 제품만 쓰고있어요타사제품 여러개 써봤지만 세타필이 젤 좋아요,넉넉한 양에 온가족 다 바르고있어요,리치하고 발림성이 괜찮네요,겨울철 건조한 피부에 세타필만한 크림은 없는것 같아요,지인들이 적극 추천해서 구매했아요,,,,,
N,P08,S13,21428304224,0,N,세타필,좋아,사용하,겨울,건조,1.91,1.68,1.51,0.97,0.78
N,P08,S13,21428304224,1,N,할인쿠폰덕에제품은 뭐 최고 남편은 세타필크림없이 겨울 못 납니다,또 이용할께요,예전에 좋아서 사봤는데 많이 촉촉하지는 않네요,주문 상품 일방적으로 배송 취소하고는 결제 취소도 빨리 안해주네요,가서비최고질도만독선생님 안녕하세요보건소에서 전화와서 범원이 어제 검사했고 결과 오전에 음성으로 다행히 나왔습니다아이들 등원시 발열체크 좀 더 면밀히 철저히 하여야 될 거 같아요,,,,,
N,P10,S34,22566448318,0,P,촉촉,만족,좋습니다,있어요,효과,10.11,6.26,5.3,4.5,4.47
N,P10,S34,22566448318,1,P,발림성도 좋고 휴대하기 편해요,써보니 너무 좋아요,건성피부인데당김도덜하고촉촉함이느껴집니다,어머니가 쓰고 있는데 너무 만족하십니다,저렴하게 잘 구입했습니다,,,,,
N,P10,S34,22566448318,0,N,촉촉,좋아,엄마가,주름이,양이,3.78,3.09,2.85,2.52,2.11
N,P10,S34,22566448318,1,N,반짝거려요,좋다고 얼른 사라고 다쓰면 또 여기서 살거예요,도대체 무슨 기능이 있는지 효과는 있는건지사용해봐야 알겠죠여기 쬐금 싸게 파시길래 구매해봅니다,요즘 엄마 최애입니다,너무 반딱 거려요,,,,,
N,P04,S09,12249639438,0,P,재구매,좋습니다,메디힐,저렴,촉촉,47.51,30.17,28.89,26.23,19.95
N,P04,S09,12249639438,1,P,너무좋아요,이제품은 올리브영과 다른 제품이니 구매시 잘 확인하는걸 추천해여,넘 싸게 잘 구입했어요,잘쓰고있어요,항상 쓰던 상품 저렴하게 구입하여 만족합니다,,,,,
N,P04,S09,12249639438,0,N,촉촉,재구매,트러블,메디힐,티트리,6.04,5.47,4.63,4.47,4.29
N,P04,S09,12249639438,1,N,잔트러블 진정되어요근데 시트 넘커요,피부가 많이 예민한 딸은  못쓰네요,그건 그렇다쳐도 눈 구멍 사이가 연결이 안된것도 있고 얼굴에 붙기 힘들어요,촉촉해요,좋아요,,,,,
N,P09,S17,18751415945,0,P,편하고,발림성,좋습니다,만족,바르기,7.01,6.69,5.52,4.55,4.27
N,P09,S17,18751415945,1,P,부드럽고 바르기넘편해요,잘받았습니다,백탁없고 부드럽게 발리고 찐떡거리지않아 좋아요,발림성 부드럽고 어마무시한 샘플에 선물받은 기분이예요,향도 좋고 손에 안 뭍히고 바를 수 있어서 아주 편리합니다,,,,,
N,P09,S17,18751415945,0,N,바르기,편하고,발림성,끈적임,있어요,2.33,1.99,1.55,1.42,1.17
N,P09,S17,18751415945,1,N,백탁현상없고 너무 잘 발린다며 좋아합니다,아쉬운 점은 엄청 쪼그매요 마스크 안 덮는 부분에만 바르고 다니고 있어요,만족합니다,끈적임없이 매끈보송하게 발려요,믿고쓰는 헤라 썬크림입니다,,,,,
N,P07,S01,11053483505,0,P,섞어,파운데이션이랑,발림성,만족,색이,4.21,2.65,2.05,1.92,1.88
N,P07,S01,11053483505,1,P,쓰던거라세일할때 주문합니다,좋은것같네요,제 인생비비에요,더블웨어 대략 7년 넘게 써봐서 그런지 에르보리앙 bb 크림 섞어서 하루 써보니까 알겠더라구요,극지성피부인 저에게는 지속력이 좀 아쉽지만색상도 자연스럽고 발림성이 너무 좋네요색이 얼굴색이랑 같아서 바를때 파운데이션이랑 섞어 바르고 있어요,,,,,
N,P07,S01,11053483505,0,N,섞어,,,,,1.0,,,,
N,P07,S01,11053483505,1,N,요즘같이 마스크때문에 두꺼운 베이스 하기 싫은 때뿐만아니라 평소에 파운데이션 매일 하기에 피부에 부담스러울까 걱정되었던 분들에게 정말좋은 제품같아요,근데 좀 제피부에 어두워서 소량만 섞어야겟어요,상품은 좋아서 작은거 쓰다가 큰것도 샀어요,너무좋은데 작은거 잃어버려서  큰거 샀어요,자연스럽고 조아요,,,,,
N,P12,S40,26731935522,0,P,머릿결이,향도,만족,재구매,향이,10.12,6.73,5.3,4.94,4.47
N,P12,S40,26731935522,1,P,좀 써봐야 알듯해요,가격이 죔만내렸으면 좋겠고 투브짜기가 힘들어여 엄청힘줘야돼서 전통이 나아여,매일 고데기를 하다보니 머릿결이 상했는데 이 제품은 제 정착템이에요,머리가 약간 두꺼워진 느낌입니다 만족합니다,만족해요,,,,,
N,P12,S40,26731935522,0,N,좋아,머릿결이,부드러,용기,향이,3.01,2.83,2.26,1.89,1.88
N,P12,S40,26731935522,1,N,향이랑 머릿결이 부드러워 지는게 좋아요다만 트리트먼트 짜기가 힘들어요,용기가 바뀌고 처음사보는데 아직 안써봐서 모르겠지만 기존처럼 좋을거라 생각합니다,리뷰 좋길래 걍 한번 써봤는데 머릿결 엄청 찰랑거리고 적당히 무게감 있어지고 차분해지자나요,머리를 감았더니 부드러워졌어요,찰랑거리는 머리 기분이좋아요,,,,,
N,P07,S01,14981325825,0,P,저렴하게,만족합니다,커버력,사용하,편하고,3.19,3.12,2.61,2.06,1.76
N,P07,S01,14981325825,1,P,원래 쓰던거라 재 주문했는데 면세에서 살때는 안에 스펀지 추가로 주셨는데 여기는 그건 없네요,항상쓰는거에요,쓰기 간편하고 좋아요,바르기 편해서 잘쓰고잇답니다,항상 써오던거에요,,,,,
N,P07,S01,14981325825,0,N,커버력,못쓰겠어요,아쉽,돌려,잘못,1.33,1.27,1.08,0.94,0.73
N,P07,S01,14981325825,1,N,정품몰에서는 제품에 골드라벨이 붙어있다고했는데 이건 골드라벨이 없어요,비비는 일단 발림성에서 겉도는 느낌이랄까근데 시간지나고나니 스미는것이 나쁘진않아요,항상쓰는 비비입니당,배송빠르고 좋아요,커버력은 좀 아쉽네요,,,,,
N,P06,S26,21988076790,0,P,지속력,좋습니다,번지지,만족,오래,6.46,6.24,5.44,4.27,3.62
N,P06,S26,21988076790,1,P,지속력클렌징     배송가격     지속력 부분은 인정합니다,가격이 사악하지만 제품이 좋아용,붓이 힘이없어서 초보는 무리일듯 브라운색이 자연스럽게 또렸하네요,덜 말랐을 때 잘못해서 번지면 그것도 안 지워집니다재구매 의사 있습니다,인터넷으로 자주 시켜요 근데 한통에 24개월 못넘기는 것 습니다,,,,,
N,P06,S26,21988076790,0,N,아이라,그리기,안지워,지워,번짐,2.68,2.54,2.46,2.06,1.88
N,P06,S26,21988076790,1,N,완전히 노 쌍커플인데 하루종일 번짐 하나도없어서 좋네요좀 두껍게 그리는편이라 브라운색상이 자연스럽구좋아요다만 붓이 너무 뻣뻣하고 부드럽게그려지지않아서 그리고나서도 아프네요선도 매끄럽지않구요,바르기도 좋고 무엇보다 지속력이 좋은게 왠만한 클렌징으로도 안지워져요,얇게 잘 그려지고 지속력도 좋아요단점이라면 너무 얇게 그려져서 좀 두껍게그리고 싶을 땐 여러번 그려야한다는거항상 유분때문에 외출했다,안번지고 좋아요,엄청찐득해요기술이 딸려서 바르기가 너무너무 힘들어여저는 속눈썹도 매우 말린 형태라 라인그릴때 속눈썹에 다 묻어서 떡칠 너무 어려워서 꼬리쪽만 간신히 그리고있습니다근데 진짜 안지워져요,,,,,
N,P12,S40,22177336485,0,P,재구매,좋습니다,머릿결,만족,저렴하게,4.94,4.74,4.45,4.19,3.61
N,P12,S40,22177336485,1,P,향도 괜찮고 두피가 굉장히 시원해요,머리결이 부드럽고 풍성해져요,재구매로 계속적으로 사용해 있답니다,만족합니다,아직 많이 안써봐서 효과는 잘 모르겠지만 느낌은 좋아요,,,,,
N,P12,S40,22177336485,0,N,머리결이,좋아,부드러워,머릿결이,불편,6.83,2.78,2.76,2.69,1.54
N,P12,S40,22177336485,1,N,지인이 추천해서 사용해봤는데 확실히 볼륨감이 자연스러워요,저렴하고  머리가 매끌매끌해요,쓰던 제품 싸게 잘 샀어요,머리결이 좋아지고 볼륨도 살려준다고 해서 구매했어요,돌려사용 하는건 불편하지만 부끄러워요,,,,,
N,P07,S01,13038661039,0,P,촉촉하고,커버,만족,좋습니다,재구매,5.76,5.69,3.6,3.58,3.04
N,P07,S01,13038661039,1,P,커버는 오래가지는 못하는편인데 그래도 광효과가 좋습니다,체리블라썸 쿠션 알게되고나서는 다른제품 안쓰고 이제품만 쓰고있어요,좋습니다,후기 보고 구입 했어요,아직 더써봐야알겠지만 처음사용했을땐 나쁘지않았어요,,,,,
N,P07,S01,13038661039,0,N,커버력,촉촉해서,좋아,코링코,재구매,2.6,1.95,1.79,1.65,1.5
N,P07,S01,13038661039,1,N,좋은거 같아요,3번째 재구매에요,친구가 저쓰는거보고 물광뭐냐며바로 주문해달라해서  재주문합니다,원래 계속 쓰는거라 재구매 계속하는데요갈수록 용기가 별로네요,광고본거 아니고 그냥 에어xx쓰다가 좀 바꿔보고 싶고해서 네이버에 물광쿠션 검색했는데 리뷰순 상단에 있고 후기조 좋아 구매했어요배송오지셨구요,,,,,
